,participant,qid,opcode,subgoal,correct,timestamp
4850,6018f6ebf8a80c12afba227b,calculate1,calculate_matrices_rowwise-aggregation,0,False,2021-02-02 19:41:07.547000+00:00
4851,6018f6ebf8a80c12afba227b,calculate1,calculate_matrices_aggregation,0,False,2021-02-02 19:41:27.782000+00:00
4852,6018f5a0f8a80c12afba21ec,restructure2,restructure_dataframes_pivoting-long-to-wide,1,False,2021-02-02 11:41:31.377000+00:00
4853,6018f6ebf8a80c12afba227b,calculate1,calculate_vectors_pairwise,0,False,2021-02-02 19:41:44.888000+00:00
4854,6018f6ebf8a80c12afba227b,calculate1,calculate_vectors_elementwise,0,False,2021-02-02 19:41:57.730000+00:00
4855,6018f6ebf8a80c12afba227b,calculate1,calculate_vectors_elementwise,0,False,2021-02-02 19:42:07.701000+00:00
4856,601926a6f8a80c12afba8dda,combine1,combine_dataframes_binding-horizontally,0,False,2021-02-02 11:42:14.761000+00:00
4857,6018f5a0f8a80c12afba21ec,restructure2,calculate_dataframes_groupwise-aggregation,1,True,2021-02-02 11:42:17.586000+00:00
4858,601926a6f8a80c12afba8dda,combine1,combine_dataframes_binding-vertically,0,True,2021-02-02 11:42:18.272000+00:00
4859,6018f6ebf8a80c12afba227b,calculate1,calculate_vectors_elementwise,0,False,2021-02-02 19:42:15.454000+00:00
4860,6018f6ebf8a80c12afba227b,calculate1,calculate_vectors_with-single-value,0,False,2021-02-02 19:42:25.802000+00:00
4861,601926a6f8a80c12afba8dda,combine1,calculate_dataframes_calculating-new-column,1,False,2021-02-02 11:42:29.802000+00:00
4862,601926a6f8a80c12afba8dda,combine1,calculate_dataframes_rowwise-aggregation,1,True,2021-02-02 11:42:34.591000+00:00
4863,6018f6ebf8a80c12afba227b,calculate1,calculate_vectors_aggregation,1,False,2021-02-02 19:42:42.712000+00:00
4864,6018f3bcf8a80c12afba2189,restructure1,access_from-dataframe_rows-or-columns-by-index,2,True,2021-02-02 11:42:44.244000+00:00
4865,60192a78f8a80c12afbaa48e,restructure2,restructure_dataframes_sorting-by-column,0,False,2021-02-02 11:42:54.563000+00:00
4866,6018f6ebf8a80c12afba227b,calculate1,calculate_matrices_aggregation,1,True,2021-02-02 19:43:06.384000+00:00
4867,6018f6ebf8a80c12afba227b,calculate1,calculate_dataframes_elementwise,0,False,2021-02-02 19:43:18.035000+00:00
4868,60192a78f8a80c12afbaa48e,restructure2,restructure_vectors_by-sorting,0,False,2021-02-02 11:43:31.782000+00:00
4869,6018f6ebf8a80c12afba227b,calculate1,calculate_vectors_elementwise,0,False,2021-02-02 19:43:44.714000+00:00
4870,601926a6f8a80c12afba8dda,restructure1,access_from-dataframe_column(s)-by-name,0,False,2021-02-02 11:44:04.385000+00:00
4871,60192a78f8a80c12afbaa48e,restructure2,restructure_dataframes_pivoting-wide-to-long,0,True,2021-02-02 11:44:04.610000+00:00
4872,6018f6ebf8a80c12afba227b,calculate1,calculate_dataframes_elementwise,0,False,2021-02-02 19:44:00.300000+00:00
4873,601926a6f8a80c12afba8dda,restructure1,calculate_dataframes_calculating-new-column,0,True,2021-02-02 11:44:15.822000+00:00
4874,6018f3bcf8a80c12afba2189,restructure1,access_from-dataframe_column(s)-by-name,3,True,2021-02-02 11:44:14.689000+00:00
4875,6018f3bcf8a80c12afba2189,restructure1,access_from-dataframe_column(s)-by-name,3,True,2021-02-02 11:44:16.827000+00:00
4876,601926a6f8a80c12afba8dda,restructure1,restructure_dataframes_sorting-by-column,1,True,2021-02-02 11:44:28.322000+00:00
4877,60192a78f8a80c12afbaa48e,restructure2,calculate_dataframes_columnwise-aggregation,1,False,2021-02-02 11:44:35.377000+00:00
4878,6018f6ebf8a80c12afba227b,calculate1,calculate_dataframes_elementwise,0,False,2021-02-02 19:44:36.406000+00:00
4879,601926a6f8a80c12afba8dda,restructure1,calculate_dataframes_elementwise,2,False,2021-02-02 11:44:41.388000+00:00
4880,60192a78f8a80c12afbaa48e,restructure2,calculate_dataframes_groupwise-aggregation,1,True,2021-02-02 11:44:41.906000+00:00
4881,601926a6f8a80c12afba8dda,restructure1,access_from-dataframe_element-by-index,2,False,2021-02-02 11:44:52.110000+00:00
4882,601926a6f8a80c12afba8dda,restructure1,access_from-dataframe_rows-or-columns-by-index,2,True,2021-02-02 11:44:54.465000+00:00
4883,601926a6f8a80c12afba8dda,restructure1,access_from-dataframe_rows-by-mask,3,False,2021-02-02 11:45:01.627000+00:00
4884,601926a6f8a80c12afba8dda,restructure1,access_from-dataframe_column(s)-by-name,3,True,2021-02-02 11:45:11.584000+00:00
4885,601926a6f8a80c12afba8dda,restructure2,restructure_dataframes_sorting-by-column,0,False,2021-02-02 11:45:27.710000+00:00
4886,601926a6f8a80c12afba8dda,restructure2,restructure_dataframes_pivoting-wide-to-long,0,True,2021-02-02 11:45:31.750000+00:00
4887,601926a6f8a80c12afba8dda,restructure2,calculate_dataframes_rowwise-aggregation,1,False,2021-02-02 11:45:41.524000+00:00
4888,601926a6f8a80c12afba8dda,restructure2,calculate_dataframes_groupwise-aggregation,1,True,2021-02-02 11:45:46.038000+00:00
4889,6018f3bcf8a80c12afba2189,restructure2,restructure_dataframes_pivoting-wide-to-long,0,True,2021-02-02 11:47:55.945000+00:00
4890,6018f3bcf8a80c12afba2189,restructure2,calculate_dataframes_groupwise-aggregation,1,True,2021-02-02 11:48:28.093000+00:00
4891,6018f6ebf8a80c12afba227b,calculate2,access_from-vector_by-mask,0,False,2021-02-02 19:50:31.405000+00:00
4892,6018f6ebf8a80c12afba227b,calculate2,calculate_vectors_pairwise,0,True,2021-02-02 19:51:12.674000+00:00
4893,6018f6ebf8a80c12afba227b,calculate2,calculate_vectors_mask,1,False,2021-02-02 19:51:24.771000+00:00
4894,6019275ff8a80c12afba906a,access1,access_from-vector_indices-by-condition,0,False,2021-02-02 11:53:00.514000+00:00
4895,6019275ff8a80c12afba906a,access1,access_from-matrix_indices-by-condition,0,False,2021-02-02 11:53:10.343000+00:00
4896,6019275ff8a80c12afba906a,access1,access_from-matrix_rows-or-columns,0,True,2021-02-02 11:53:26.875000+00:00
4897,6018f660f8a80c12afba2217,create1,create_vector_without-names,0,False,2021-02-02 11:53:48.123000+00:00
4898,6018f660f8a80c12afba2217,create1,create_vector_with-names,0,False,2021-02-02 11:53:56.889000+00:00
4899,6018f660f8a80c12afba2217,create1,create_vector_arithmetic-sequence,0,False,2021-02-02 11:54:04.840000+00:00
4900,6018f660f8a80c12afba2217,create1,create_vector_from-smaller-vectors,0,True,2021-02-02 11:54:10.138000+00:00
4901,6018f660f8a80c12afba2217,create1,create_vector_without-names,1,False,2021-02-02 11:54:16.213000+00:00
4902,6018f660f8a80c12afba2217,create1,create_vector_by-repeating-vectors,1,True,2021-02-02 11:54:20.273000+00:00
4903,6018f660f8a80c12afba2217,create1,create_vector_with-names,1,False,2021-02-02 11:54:25.442000+00:00
4904,6018f660f8a80c12afba2217,create1,create_vector_by-repeating-vectors,1,True,2021-02-02 11:54:30.228000+00:00
4905,6018f660f8a80c12afba2217,create1,create_vector_with-names,2,False,2021-02-02 11:54:36.471000+00:00
4906,6019275ff8a80c12afba906a,access1,access_from-matrix_indices-by-condition,1,False,2021-02-02 11:54:40.178000+00:00
4907,6018f660f8a80c12afba2217,create1,create_vector_without-names,2,False,2021-02-02 11:54:41.030000+00:00
4908,6018f660f8a80c12afba2217,create1,create_vector_arithmetic-sequence,2,False,2021-02-02 11:54:45.531000+00:00
4909,6018f660f8a80c12afba2217,create1,create_vector_by-repeating-vectors,2,False,2021-02-02 11:54:49.465000+00:00
4910,6019275ff8a80c12afba906a,access1,access_from-matrix_row-and-column-combination,1,True,2021-02-02 11:54:59.473000+00:00
4911,6018f660f8a80c12afba2217,create1,create_vector_without-names,2,False,2021-02-02 11:55:00.001000+00:00
4912,6018f660f8a80c12afba2217,create1,create_vector_with-names,2,False,2021-02-02 11:55:04.767000+00:00
4913,6018f660f8a80c12afba2217,create1,create_vector_arithmetic-sequence,2,False,2021-02-02 11:55:09.208000+00:00
4914,6018f660f8a80c12afba2217,create1,create_vector_from-smaller-vectors,2,False,2021-02-02 11:55:13.120000+00:00
4915,6018f660f8a80c12afba2217,create1,create_vector_by-repeating-vectors,2,False,2021-02-02 11:55:16.776000+00:00
4916,6019275ff8a80c12afba906a,access1,access_from-matrix_indices-by-condition,2,False,2021-02-02 11:55:21.685000+00:00
4917,6018f660f8a80c12afba2217,create1,create_matrix_by-folding-a-vector,2,False,2021-02-02 11:55:25.760000+00:00
4918,6019275ff8a80c12afba906a,access1,access_from-vector_indices-by-condition,2,False,2021-02-02 11:55:30.902000+00:00
4919,6018f660f8a80c12afba2217,create1,create_matrix_from-multiple-vectors,2,True,2021-02-02 11:55:29.318000+00:00
4920,6019275ff8a80c12afba906a,access1,access_from-vector_by-condition,2,False,2021-02-02 11:55:37.610000+00:00
4921,6018f660f8a80c12afba2217,create2,create_dataframe_from-vectors,0,False,2021-02-02 11:55:52.443000+00:00
4922,6019275ff8a80c12afba906a,access1,create_vector_from-smaller-vectors,2,True,2021-02-02 11:55:56.339000+00:00
4923,6018f660f8a80c12afba2217,create2,create_dataframe_from-a-matrix,0,False,2021-02-02 11:55:55.893000+00:00
4924,6018f660f8a80c12afba2217,create2,create_dataframe_from-vectors,0,False,2021-02-02 11:56:00.680000+00:00
4925,6018f660f8a80c12afba2217,create2,create_dataframe_from-vectors,1,False,2021-02-02 11:56:04.248000+00:00
4926,6018f660f8a80c12afba2217,create2,create_dataframe_from-a-matrix,1,False,2021-02-02 11:56:07.865000+00:00
4927,6018f660f8a80c12afba2217,create2,create_matrix_from-multiple-vectors,0,False,2021-02-02 11:56:16.967000+00:00
4928,6018f660f8a80c12afba2217,create2,create_vector_with-names,0,False,2021-02-02 11:56:25.556000+00:00
4929,6018f660f8a80c12afba2217,create2,create_vector_arithmetic-sequence,0,True,2021-02-02 11:56:29.597000+00:00
4930,6018f660f8a80c12afba2217,create2,create_vector_from-smaller-vectors,1,False,2021-02-02 11:56:33.114000+00:00
4931,6018f660f8a80c12afba2217,create2,create_vector_from-smaller-vectors,1,False,2021-02-02 11:56:43.671000+00:00
4932,6018f660f8a80c12afba2217,create2,create_matrix_by-folding-a-vector,1,False,2021-02-02 11:56:53.768000+00:00
4933,6019275ff8a80c12afba906a,access2,access_from-dataframe_rows-or-columns-by-index,0,False,2021-02-02 11:56:56.697000+00:00
4934,6018f660f8a80c12afba2217,create2,create_vector_by-repeating-vectors,1,True,2021-02-02 11:57:02.227000+00:00
4935,6018f660f8a80c12afba2217,create2,create_vector_by-repeating-vectors,2,False,2021-02-02 11:57:06.545000+00:00
4936,6018f660f8a80c12afba2217,create2,create_vector_from-smaller-vectors,2,False,2021-02-02 11:57:10.051000+00:00
4937,6018f660f8a80c12afba2217,create2,create_vector_arithmetic-sequence,2,False,2021-02-02 11:57:13.462000+00:00
4938,6018f660f8a80c12afba2217,create2,create_vector_with-names,2,False,2021-02-02 11:57:16.685000+00:00
4939,6019275ff8a80c12afba906a,access2,access_from-dataframe_rows-by-condition,0,True,2021-02-02 11:57:20.770000+00:00
4940,6018f660f8a80c12afba2217,create2,create_vector_without-names,2,False,2021-02-02 11:57:20.391000+00:00
4941,6018f660f8a80c12afba2217,create2,create_matrix_by-folding-a-vector,2,True,2021-02-02 11:57:23.439000+00:00
4942,6019275ff8a80c12afba906a,access2,access_from-dataframe_row-indices-by-condition,1,False,2021-02-02 11:57:32.178000+00:00
4943,6018f660f8a80c12afba2217,create2,create_matrix_from-multiple-vectors,3,False,2021-02-02 11:57:35.892000+00:00
4944,6018f660f8a80c12afba2217,create2,create_matrix_by-folding-a-vector,3,False,2021-02-02 11:57:41.602000+00:00
4945,6018f660f8a80c12afba2217,create2,create_dataframe_from-vectors,3,False,2021-02-02 11:57:44.610000+00:00
4946,6018f660f8a80c12afba2217,create2,create_dataframe_from-a-matrix,3,True,2021-02-02 11:57:47.627000+00:00
4947,6019275ff8a80c12afba906a,access2,access_from-dataframe_rows-by-condition,1,False,2021-02-02 11:58:05.398000+00:00
4948,6019275ff8a80c12afba906a,access2,access_from-dataframe_column(s)-by-name,1,True,2021-02-02 11:58:09.273000+00:00
4949,6018f660f8a80c12afba2217,access1,create_vector_without-names,0,False,2021-02-02 11:58:23.489000+00:00
4950,6018f660f8a80c12afba2217,access1,create_vector_arithmetic-sequence,0,False,2021-02-02 11:58:30.660000+00:00
4951,6018f660f8a80c12afba2217,access1,create_vector_by-repeating-vectors,0,False,2021-02-02 11:58:36.702000+00:00
4952,6018f660f8a80c12afba2217,access1,access_from-vector_by-index,0,False,2021-02-02 11:58:45.449000+00:00
4953,6018f660f8a80c12afba2217,access1,create_vector_without-names,1,False,2021-02-02 11:58:48.897000+00:00
4954,6018f6ebf8a80c12afba227b,combine1,combine_matrices_binding-vertically,0,False,2021-02-02 19:58:43.840000+00:00
4955,6018f6ebf8a80c12afba227b,combine1,combine_matrices_binding-horizontally,0,False,2021-02-02 19:58:48.820000+00:00
4956,6018f6ebf8a80c12afba227b,combine1,combine_dataframes_binding-vertically,0,True,2021-02-02 19:58:55.749000+00:00
4957,6018f660f8a80c12afba2217,access1,create_vector_with-names,1,False,2021-02-02 11:58:54.686000+00:00
4958,6018f660f8a80c12afba2217,access1,create_vector_arithmetic-sequence,1,False,2021-02-02 11:58:57.566000+00:00
4959,6018f660f8a80c12afba2217,access1,create_vector_from-smaller-vectors,1,False,2021-02-02 11:59:01.655000+00:00
4960,6018f660f8a80c12afba2217,access1,access_from-vector_by-index,1,False,2021-02-02 11:59:15.080000+00:00
4961,6018f660f8a80c12afba2217,access1,access_from-vector_by-name,1,False,2021-02-02 11:59:18.136000+00:00
4962,6018f660f8a80c12afba2217,access1,access_from-vector_by-condition,1,False,2021-02-02 11:59:20.957000+00:00
4963,6018f660f8a80c12afba2217,access1,access_from-vector_by-mask,1,False,2021-02-02 11:59:24.338000+00:00
4964,6018f6ebf8a80c12afba227b,combine1,combine_dataframes_by-merging,1,False,2021-02-02 19:59:27.522000+00:00
4965,6018f660f8a80c12afba2217,access1,access_from-vector_by-index,0,False,2021-02-02 11:59:29.723000+00:00
4966,6018f660f8a80c12afba2217,access1,access_from-vector_by-condition,0,False,2021-02-02 11:59:36.428000+00:00
4967,6018f660f8a80c12afba2217,access1,access_from-vector_by-mask,0,False,2021-02-02 11:59:39.377000+00:00
4968,6018f660f8a80c12afba2217,access1,access_from-vector_indices-by-condition,0,False,2021-02-02 11:59:42.984000+00:00
4969,6018f660f8a80c12afba2217,access1,create_vector_without-names,2,False,2021-02-02 12:00:13.444000+00:00
4970,6018f660f8a80c12afba2217,access1,create_vector_with-names,2,False,2021-02-02 12:00:16.974000+00:00
4971,6018f6ebf8a80c12afba227b,combine1,combine_dataframes_with-vector,1,False,2021-02-02 20:00:16.954000+00:00
4972,6018f6ebf8a80c12afba227b,combine1,combine_dataframes_binding-horizontally,1,False,2021-02-02 20:00:22.480000+00:00
4973,6018f660f8a80c12afba2217,access1,create_vector_from-smaller-vectors,2,True,2021-02-02 12:00:23.147000+00:00
4974,6018f660f8a80c12afba2217,access1,create_vector_by-repeating-vectors,1,False,2021-02-02 12:00:26.154000+00:00
4975,6018f660f8a80c12afba2217,access1,create_vector_arithmetic-sequence,1,False,2021-02-02 12:00:32.094000+00:00
4976,6018f660f8a80c12afba2217,access1,create_vector_with-names,1,False,2021-02-02 12:00:34.973000+00:00
4977,6018f660f8a80c12afba2217,access1,create_vector_without-names,0,False,2021-02-02 12:00:37.989000+00:00
4978,6018f6ebf8a80c12afba227b,combine1,combine_dataframes_by-merging,1,False,2021-02-02 20:00:27.375000+00:00
4979,6018f660f8a80c12afba2217,access1,create_vector_with-names,0,False,2021-02-02 12:00:41.115000+00:00
4980,6018f660f8a80c12afba2217,access1,access_from-vector_by-index,0,False,2021-02-02 12:00:50.127000+00:00
4981,6018f660f8a80c12afba2217,access1,access_from-vector_by-index,1,False,2021-02-02 12:00:53.115000+00:00
4982,6018f660f8a80c12afba2217,access1,access_from-vector_by-name,0,False,2021-02-02 12:00:57.923000+00:00
4983,6018f660f8a80c12afba2217,access1,access_from-vector_by-name,1,False,2021-02-02 12:01:00.899000+00:00
4984,6018f660f8a80c12afba2217,access1,access_from-vector_by-condition,0,False,2021-02-02 12:01:03.749000+00:00
4985,6018f660f8a80c12afba2217,access1,access_from-vector_by-condition,1,False,2021-02-02 12:01:06.747000+00:00
4986,6018f660f8a80c12afba2217,access1,access_from-vector_by-mask,0,False,2021-02-02 12:01:10.661000+00:00
4987,6018f660f8a80c12afba2217,access1,access_from-vector_by-mask,1,False,2021-02-02 12:01:14.088000+00:00
4988,6018f660f8a80c12afba2217,access1,access_from-vector_indices-by-condition,1,False,2021-02-02 12:01:17.804000+00:00
4989,6018f660f8a80c12afba2217,access1,access_from-vector_indices-by-condition,1,False,2021-02-02 12:01:25.107000+00:00
4990,6018f660f8a80c12afba2217,access1,access_from-matrix_multiple-values,0,False,2021-02-02 12:01:46.410000+00:00
4991,6018f660f8a80c12afba2217,access1,access_from-matrix_rows-or-columns,0,True,2021-02-02 12:01:49.231000+00:00
4992,6018f660f8a80c12afba2217,access1,access_from-matrix_rows-or-columns,1,False,2021-02-02 12:01:52.388000+00:00
4993,6018f660f8a80c12afba2217,access1,access_from-matrix_by-mask,1,False,2021-02-02 12:01:57.604000+00:00
4994,6018f660f8a80c12afba2217,access1,access_from-matrix_by-condition,1,False,2021-02-02 12:02:00.238000+00:00
4995,6018f660f8a80c12afba2217,access1,access_from-matrix_indices-by-condition,1,False,2021-02-02 12:02:03.166000+00:00
4996,6018f6ebf8a80c12afba227b,combine1,access_from-dataframe_rows-or-columns-by-index,1,False,2021-02-02 20:01:57.371000+00:00
4997,6018f660f8a80c12afba2217,access1,create_matrix_from-multiple-vectors,1,False,2021-02-02 12:02:26.566000+00:00
4998,6018f660f8a80c12afba2217,access1,create_matrix_by-folding-a-vector,1,False,2021-02-02 12:02:29.060000+00:00
4999,6018f660f8a80c12afba2217,access1,create_vector_without-names,1,False,2021-02-02 12:02:32.274000+00:00
5000,6018f660f8a80c12afba2217,access1,create_vector_with-names,1,False,2021-02-02 12:02:34.800000+00:00
5001,6018f660f8a80c12afba2217,access1,create_vector_arithmetic-sequence,1,False,2021-02-02 12:02:37.336000+00:00
5002,6018f660f8a80c12afba2217,access1,create_vector_by-repeating-vectors,1,False,2021-02-02 12:02:42.545000+00:00
5003,6018f660f8a80c12afba2217,access1,create_matrix_by-folding-a-vector,1,False,2021-02-02 12:02:45.296000+00:00
5004,6018f6ebf8a80c12afba227b,combine1,calculate_vectors_elementwise,1,False,2021-02-02 20:02:27.240000+00:00
5005,6018f660f8a80c12afba2217,access1,create_matrix_from-multiple-vectors,1,False,2021-02-02 12:02:47.814000+00:00
5006,6018f6ebf8a80c12afba227b,combine1,calculate_vectors_aggregation,1,False,2021-02-02 20:02:34.783000+00:00
5007,6018f6ebf8a80c12afba227b,combine1,calculate_matrices_aggregation,1,False,2021-02-02 20:02:43.666000+00:00
5008,6018f660f8a80c12afba2217,access1,access_from-vector_by-index,1,False,2021-02-02 12:02:52.697000+00:00
5009,6018f660f8a80c12afba2217,access1,access_from-vector_by-name,1,False,2021-02-02 12:02:55.370000+00:00
5010,6018f660f8a80c12afba2217,access1,access_from-vector_by-condition,1,False,2021-02-02 12:02:58.062000+00:00
5011,6018f6ebf8a80c12afba227b,combine1,calculate_dataframes_aggregation,1,False,2021-02-02 20:03:00.146000+00:00
5012,6018f660f8a80c12afba2217,access1,access_from-vector_indices-by-condition,1,False,2021-02-02 12:03:05.089000+00:00
5013,6018f660f8a80c12afba2217,access1,access_from-matrix_single-value,1,False,2021-02-02 12:03:09.838000+00:00
5014,6018f660f8a80c12afba2217,access1,access_from-matrix_multiple-values,1,False,2021-02-02 12:03:12.450000+00:00
5015,6018f660f8a80c12afba2217,access1,access_from-matrix_row-and-column-combination,1,True,2021-02-02 12:03:14.955000+00:00
5016,6018f660f8a80c12afba2217,access2,access_from-dataframe_column(s)-by-name,0,False,2021-02-02 12:03:57.917000+00:00
5017,6018f660f8a80c12afba2217,access2,access_from-dataframe_rows-or-columns-by-index,0,False,2021-02-02 12:04:01.190000+00:00
5018,6018f660f8a80c12afba2217,access2,access_from-dataframe_column(s)-by-name,1,True,2021-02-02 12:04:06.060000+00:00
5019,60193a1cf8a80c12afbb4284,create1,create_matrix_from-multiple-vectors,0,False,2021-02-02 12:04:09.976000+00:00
5020,6018f660f8a80c12afba2217,access2,access_from-dataframe_element-by-index,0,False,2021-02-02 12:04:11.862000+00:00
5021,6018f660f8a80c12afba2217,access2,access_from-dataframe_rows-or-columns-by-index,0,False,2021-02-02 12:04:14.260000+00:00
5022,6018f660f8a80c12afba2217,access2,access_from-dataframe_rows-by-condition,0,True,2021-02-02 12:04:17.543000+00:00
5023,6018f6ebf8a80c12afba227b,combine1,calculate_vectors_elementwise,1,False,2021-02-02 20:04:22.570000+00:00
5024,6018f6ebf8a80c12afba227b,combine1,calculate_dataframes_aggregation,1,False,2021-02-02 20:04:54.111000+00:00
5025,6018f660f8a80c12afba2217,calculate1,create_vector_without-names,0,False,2021-02-02 12:04:58.489000+00:00
5026,6018f660f8a80c12afba2217,calculate1,create_vector_with-names,0,False,2021-02-02 12:05:01.466000+00:00
5027,6018f660f8a80c12afba2217,calculate1,create_vector_arithmetic-sequence,0,False,2021-02-02 12:05:04.719000+00:00
5028,6018f660f8a80c12afba2217,calculate1,create_vector_from-smaller-vectors,0,False,2021-02-02 12:05:07.835000+00:00
5029,6018f660f8a80c12afba2217,calculate1,create_vector_from-smaller-vectors,0,False,2021-02-02 12:05:11.117000+00:00
5030,6018f660f8a80c12afba2217,calculate1,create_vector_by-repeating-vectors,0,False,2021-02-02 12:05:15.138000+00:00
5031,60193a1cf8a80c12afbb4284,create1,create_vector_with-names,0,False,2021-02-02 12:05:17.325000+00:00
5032,6018f660f8a80c12afba2217,calculate1,create_vector_without-names,1,False,2021-02-02 12:05:22.459000+00:00
5033,6018f660f8a80c12afba2217,calculate1,create_vector_with-names,1,False,2021-02-02 12:05:25.603000+00:00
5034,6018f6ebf8a80c12afba227b,combine1,calculate_dataframes_rowwise-aggregation,1,True,2021-02-02 20:05:24.169000+00:00
5035,6018f660f8a80c12afba2217,calculate1,create_vector_arithmetic-sequence,1,False,2021-02-02 12:05:29.239000+00:00
5036,60193a1cf8a80c12afbb4284,create1,create_vector_from-smaller-vectors,0,True,2021-02-02 12:05:29.090000+00:00
5037,6018f660f8a80c12afba2217,calculate1,create_vector_from-smaller-vectors,1,False,2021-02-02 12:05:32.787000+00:00
5038,6018f660f8a80c12afba2217,calculate1,create_vector_by-repeating-vectors,1,False,2021-02-02 12:05:35.923000+00:00
5039,60193a1cf8a80c12afbb4284,create1,create_vector_by-repeating-vectors,1,True,2021-02-02 12:05:41.869000+00:00
5040,6018f660f8a80c12afba2217,calculate1,create_matrix_by-folding-a-vector,1,False,2021-02-02 12:05:56.048000+00:00
5041,6018f660f8a80c12afba2217,calculate1,create_matrix_from-multiple-vectors,1,False,2021-02-02 12:05:59.282000+00:00
5042,60193a1cf8a80c12afbb4284,create1,create_matrix_from-multiple-vectors,2,True,2021-02-02 12:06:06.716000+00:00
5043,6018f660f8a80c12afba2217,calculate1,access_from-matrix_single-value,1,False,2021-02-02 12:06:12.836000+00:00
5044,6018f660f8a80c12afba2217,calculate1,access_from-matrix_multiple-values,1,False,2021-02-02 12:06:16.561000+00:00
5045,6018f660f8a80c12afba2217,calculate1,access_from-matrix_rows-or-columns,1,False,2021-02-02 12:06:19.586000+00:00
5046,6018f660f8a80c12afba2217,calculate1,access_from-matrix_by-mask,1,False,2021-02-02 12:06:22.761000+00:00
5047,6018f660f8a80c12afba2217,calculate1,access_from-matrix_by-condition,1,False,2021-02-02 12:06:26.026000+00:00
5048,6018f660f8a80c12afba2217,calculate1,access_from-matrix_indices-by-condition,1,False,2021-02-02 12:06:29.160000+00:00
5049,6018f660f8a80c12afba2217,calculate1,access_from-matrix_by-condition,1,False,2021-02-02 12:06:33.839000+00:00
5050,6018f660f8a80c12afba2217,calculate1,access_from-matrix_indices-by-condition,1,False,2021-02-02 12:06:36.797000+00:00
5051,6018f660f8a80c12afba2217,calculate1,access_from-matrix_indices-by-condition,0,False,2021-02-02 12:06:42.724000+00:00
5052,6018f660f8a80c12afba2217,calculate1,access_from-matrix_by-condition,0,False,2021-02-02 12:06:49.535000+00:00
5053,6018f660f8a80c12afba2217,calculate1,access_from-matrix_by-mask,0,False,2021-02-02 12:06:57.102000+00:00
5054,6018f660f8a80c12afba2217,calculate1,access_from-matrix_rows-or-columns,0,False,2021-02-02 12:07:00.728000+00:00
5055,6018f660f8a80c12afba2217,calculate1,access_from-matrix_row-and-column-combination,0,False,2021-02-02 12:07:08.376000+00:00
5056,6018f660f8a80c12afba2217,calculate1,access_from-matrix_multiple-values,0,False,2021-02-02 12:07:11.795000+00:00
5057,6018f660f8a80c12afba2217,calculate1,access_from-matrix_single-value,0,False,2021-02-02 12:07:14.783000+00:00
5058,6018f660f8a80c12afba2217,calculate1,calculate_matrices_with-single-value,1,False,2021-02-02 12:07:27.796000+00:00
5059,6018f660f8a80c12afba2217,calculate1,calculate_matrices_elementwise,1,False,2021-02-02 12:07:31.010000+00:00
5060,6018f660f8a80c12afba2217,calculate1,calculate_matrices_aggregation,1,True,2021-02-02 12:07:33.968000+00:00
5061,6018f660f8a80c12afba2217,calculate1,calculate_matrices_mask,0,False,2021-02-02 12:07:37.851000+00:00
5062,6018f660f8a80c12afba2217,calculate1,calculate_matrices_rowwise-aggregation,0,False,2021-02-02 12:07:40.827000+00:00
5063,6018f660f8a80c12afba2217,calculate1,calculate_matrices_columnwise-aggregation,0,False,2021-02-02 12:07:43.854000+00:00
5064,6018f660f8a80c12afba2217,calculate1,calculate_matrices_with-single-value,0,False,2021-02-02 12:07:46.783000+00:00
5065,6018f660f8a80c12afba2217,calculate1,calculate_matrices_elementwise,0,True,2021-02-02 12:07:49.830000+00:00
5066,6018f660f8a80c12afba2217,calculate2,calculate_vectors_with-single-value,0,False,2021-02-02 12:08:16.528000+00:00
5067,6018f660f8a80c12afba2217,calculate2,calculate_vectors_elementwise,0,False,2021-02-02 12:08:19.693000+00:00
5068,6018f660f8a80c12afba2217,calculate2,calculate_vectors_aggregation,0,False,2021-02-02 12:08:22.543000+00:00
5069,60193a1cf8a80c12afbb4284,create2,create_dataframe_from-a-matrix,3,True,2021-02-02 12:08:23.573000+00:00
5070,6018f660f8a80c12afba2217,calculate2,calculate_vectors_mask,0,False,2021-02-02 12:08:25.717000+00:00
5071,6018f660f8a80c12afba2217,calculate2,calculate_vectors_pairwise,0,True,2021-02-02 12:08:28.803000+00:00
5072,6018f660f8a80c12afba2217,calculate2,calculate_vectors_pairwise,1,False,2021-02-02 12:08:35.250000+00:00
5073,6018f660f8a80c12afba2217,calculate2,calculate_vectors_mask,1,False,2021-02-02 12:08:38.336000+00:00
5074,6018f660f8a80c12afba2217,calculate2,calculate_vectors_aggregation,1,False,2021-02-02 12:08:44.225000+00:00
5075,6018f660f8a80c12afba2217,calculate2,calculate_vectors_elementwise,1,False,2021-02-02 12:08:46.946000+00:00
5076,6018f660f8a80c12afba2217,calculate2,calculate_vectors_with-single-value,1,False,2021-02-02 12:08:49.944000+00:00
5077,6018f660f8a80c12afba2217,calculate2,access_from-matrix_by-mask,1,False,2021-02-02 12:09:06.071000+00:00
5078,6018f660f8a80c12afba2217,calculate2,access_from-matrix_by-condition,1,True,2021-02-02 12:09:09.167000+00:00
5079,6018f6ebf8a80c12afba227b,restructure1,restructure_dataframes_pivoting-long-to-wide,0,False,2021-02-02 20:09:11.764000+00:00
