,score,qid,participant,index
498,1.0,dataframe5,601928dff8a80c12afba988d,1
499,1.0,dataframe5,601928dff8a80c12afba988d,2
500,0.0,dataframe5,601928dff8a80c12afba988d,3
501,1.0,vector3,60192845f8a80c12afba9525,0
502,-1.0,vector3,60192845f8a80c12afba9525,1
503,-1.0,vector3,60192845f8a80c12afba9525,2
504,1.0,vector_test,60192845f8a80c12afba9525,0
505,1.0,vector_test,60192845f8a80c12afba9525,1
506,-1.0,vector_test,60192845f8a80c12afba9525,2
507,1.0,vector2,601c013cf8a80c12afbe1953,0
508,1.0,vector2,601c013cf8a80c12afbe1953,1
509,1.0,vector3,601c013cf8a80c12afbe1953,0
510,1.0,vector3,601c013cf8a80c12afbe1953,1
511,1.0,vector3,601c013cf8a80c12afbe1953,2
512,1.0,vector_test,601c013cf8a80c12afbe1953,0
513,1.0,vector_test,601c013cf8a80c12afbe1953,1
514,1.0,vector_test,601c013cf8a80c12afbe1953,2
515,1.0,matrix1,601c013cf8a80c12afbe1953,0
516,1.0,matrix1,601c013cf8a80c12afbe1953,1
517,1.0,matrix1,601c013cf8a80c12afbe1953,2
518,,matrix2,601c013cf8a80c12afbe1953,0
519,1.0,matrix2,601c013cf8a80c12afbe1953,1
520,1.0,matrix2,601c013cf8a80c12afbe1953,2
521,1.0,matrix2,601c013cf8a80c12afbe1953,3
522,1.0,matrix3,601c013cf8a80c12afbe1953,0
523,1.0,matrix3,601c013cf8a80c12afbe1953,1
524,1.0,matrix3,601c013cf8a80c12afbe1953,2
525,1.0,matrix3,601c013cf8a80c12afbe1953,3
526,,matrix4,601c013cf8a80c12afbe1953,0
527,1.0,matrix4,601c013cf8a80c12afbe1953,1
528,1.0,matrix4,601c013cf8a80c12afbe1953,2
529,1.0,matrix4,601c013cf8a80c12afbe1953,3
530,,matrix5,601c013cf8a80c12afbe1953,0
531,1.0,matrix5,601c013cf8a80c12afbe1953,1
532,1.0,matrix5,601c013cf8a80c12afbe1953,2
533,1.0,matrix5,601c013cf8a80c12afbe1953,3
534,1.0,matrix_test,601c013cf8a80c12afbe1953,0
535,1.0,matrix_test,601c013cf8a80c12afbe1953,1
536,1.0,matrix_test,601c013cf8a80c12afbe1953,2
537,1.0,dataframe1,601c013cf8a80c12afbe1953,0
538,1.0,dataframe1,601c013cf8a80c12afbe1953,1
539,1.0,dataframe2,601c013cf8a80c12afbe1953,0
540,1.0,dataframe2,601c013cf8a80c12afbe1953,1
541,1.0,dataframe3,601c013cf8a80c12afbe1953,0
542,1.0,dataframe3,601c013cf8a80c12afbe1953,1
543,1.0,dataframe3,601c013cf8a80c12afbe1953,2
544,,dataframe4,601c013cf8a80c12afbe1953,0
545,1.0,dataframe4,601c013cf8a80c12afbe1953,1
546,1.0,dataframe4,601c013cf8a80c12afbe1953,2
547,1.0,dataframe4,601c013cf8a80c12afbe1953,3
548,,dataframe5,601c013cf8a80c12afbe1953,0
549,1.0,dataframe5,601c013cf8a80c12afbe1953,1
550,1.0,dataframe5,601c013cf8a80c12afbe1953,2
551,1.0,dataframe5,601c013cf8a80c12afbe1953,3
552,1.0,dataframe6,601c013cf8a80c12afbe1953,0
553,1.0,dataframe6,601c013cf8a80c12afbe1953,1
554,1.0,dataframe6,601c013cf8a80c12afbe1953,2
555,1.0,dataframe6,601c013cf8a80c12afbe1953,3
556,,dataframe6,601c013cf8a80c12afbe1953,4
557,1.0,dataframe7,601c013cf8a80c12afbe1953,0
558,1.0,dataframe7,601c013cf8a80c12afbe1953,1
559,1.0,dataframe7,601c013cf8a80c12afbe1953,2
560,1.0,dataframe7,601c013cf8a80c12afbe1953,3
561,1.0,vector2,60185e4ef8a80c12afba1014,0
562,1.0,vector2,60185e4ef8a80c12afba1014,1
563,1.0,vector2,601925def8a80c12afba8a6a,0
564,1.0,vector2,601925def8a80c12afba8a6a,1
565,1.0,vector3,601925def8a80c12afba8a6a,0
566,1.0,vector3,601925def8a80c12afba8a6a,1
567,1.0,vector3,601925def8a80c12afba8a6a,2
568,1.0,matrix1,601925def8a80c12afba8a6a,0
569,1.0,matrix1,601925def8a80c12afba8a6a,1
570,1.0,matrix1,601925def8a80c12afba8a6a,2
571,1.0,vector3,60185e4ef8a80c12afba1014,0
572,1.0,vector3,60185e4ef8a80c12afba1014,1
573,0.0,vector3,60185e4ef8a80c12afba1014,2
574,1.0,vector_test,60185e4ef8a80c12afba1014,0
575,1.0,vector_test,60185e4ef8a80c12afba1014,1
576,1.0,vector_test,60185e4ef8a80c12afba1014,2
577,1.0,matrix1,60185e4ef8a80c12afba1014,0
578,1.0,matrix1,60185e4ef8a80c12afba1014,1
579,1.0,matrix1,60185e4ef8a80c12afba1014,2
580,1.0,matrix2,60185e4ef8a80c12afba1014,0
581,1.0,matrix2,60185e4ef8a80c12afba1014,1
582,1.0,matrix2,60185e4ef8a80c12afba1014,2
583,1.0,matrix2,60185e4ef8a80c12afba1014,3
584,1.0,matrix3,60185e4ef8a80c12afba1014,0
585,1.0,matrix3,60185e4ef8a80c12afba1014,1
586,1.0,matrix3,60185e4ef8a80c12afba1014,2
587,1.0,matrix3,60185e4ef8a80c12afba1014,3
588,1.0,matrix4,60185e4ef8a80c12afba1014,0
589,1.0,matrix4,60185e4ef8a80c12afba1014,1
590,1.0,matrix4,60185e4ef8a80c12afba1014,2
591,1.0,matrix4,60185e4ef8a80c12afba1014,3
592,1.0,matrix5,60185e4ef8a80c12afba1014,0
593,1.0,matrix5,60185e4ef8a80c12afba1014,1
594,1.0,matrix5,60185e4ef8a80c12afba1014,2
595,0.0,matrix5,60185e4ef8a80c12afba1014,3
596,1.0,matrix_test,60185e4ef8a80c12afba1014,0
597,1.0,matrix_test,60185e4ef8a80c12afba1014,1
598,1.0,matrix_test,60185e4ef8a80c12afba1014,2
599,1.0,dataframe2,60185e4ef8a80c12afba1014,0
600,1.0,dataframe2,60185e4ef8a80c12afba1014,1
601,1.0,dataframe3,60185e4ef8a80c12afba1014,0
602,1.0,dataframe3,60185e4ef8a80c12afba1014,1
603,1.0,dataframe3,60185e4ef8a80c12afba1014,2
604,1.0,dataframe4,60185e4ef8a80c12afba1014,0
605,1.0,dataframe4,60185e4ef8a80c12afba1014,1
606,1.0,dataframe4,60185e4ef8a80c12afba1014,2
607,,dataframe4,60185e4ef8a80c12afba1014,3
608,,dataframe5,60185e4ef8a80c12afba1014,0
609,1.0,dataframe5,60185e4ef8a80c12afba1014,1
610,1.0,dataframe5,60185e4ef8a80c12afba1014,2
611,1.0,dataframe5,60185e4ef8a80c12afba1014,3
612,1.0,dataframe6,60185e4ef8a80c12afba1014,0
613,1.0,dataframe6,60185e4ef8a80c12afba1014,1
614,1.0,dataframe6,60185e4ef8a80c12afba1014,2
615,1.0,dataframe6,60185e4ef8a80c12afba1014,3
616,1.0,dataframe6,60185e4ef8a80c12afba1014,4
617,1.0,dataframe7,60185e4ef8a80c12afba1014,0
618,1.0,dataframe7,60185e4ef8a80c12afba1014,1
619,1.0,dataframe7,60185e4ef8a80c12afba1014,2
620,1.0,dataframe7,60185e4ef8a80c12afba1014,3
621,1.0,vector2,6014329e8a8fb97c0541f5d3,0
622,1.0,vector2,6014329e8a8fb97c0541f5d3,1
623,0.0,vector2,6032151aa6af0b0a8bd41497,0
624,0.0,vector2,6032151aa6af0b0a8bd41497,1
625,1.0,vector3,6032151aa6af0b0a8bd41497,0
626,1.0,vector3,6032151aa6af0b0a8bd41497,1
627,-1.0,vector3,6032151aa6af0b0a8bd41497,2
628,1.0,matrix1,6032151aa6af0b0a8bd41497,0
629,1.0,matrix1,6032151aa6af0b0a8bd41497,1
630,1.0,matrix1,6032151aa6af0b0a8bd41497,2
631,1.0,vector2,604a2fdeba869b0aa718eb64,0
632,1.0,vector2,604a2fdeba869b0aa718eb64,1
633,1.0,vector3,604a2fdeba869b0aa718eb64,0
634,1.0,vector3,604a2fdeba869b0aa718eb64,1
635,1.0,vector3,604a2fdeba869b0aa718eb64,2
636,1.0,vector2,603d7455a6af0b0a8bd53507,0
637,1.0,vector2,603d7455a6af0b0a8bd53507,1
638,1.0,vector_test,603d7455a6af0b0a8bd53507,0
639,1.0,vector_test,603d7455a6af0b0a8bd53507,1
640,1.0,vector_test,603d7455a6af0b0a8bd53507,2
641,1.0,matrix1,603d7455a6af0b0a8bd53507,0
642,1.0,matrix1,603d7455a6af0b0a8bd53507,1
643,1.0,matrix1,603d7455a6af0b0a8bd53507,2
644,1.0,matrix2,603d7455a6af0b0a8bd53507,0
645,1.0,matrix2,603d7455a6af0b0a8bd53507,1
646,1.0,matrix2,603d7455a6af0b0a8bd53507,2
647,1.0,matrix2,603d7455a6af0b0a8bd53507,3
648,1.0,matrix3,603d7455a6af0b0a8bd53507,0
649,1.0,matrix3,603d7455a6af0b0a8bd53507,1
650,1.0,matrix3,603d7455a6af0b0a8bd53507,2
651,1.0,matrix3,603d7455a6af0b0a8bd53507,3
652,1.0,matrix4,603d7455a6af0b0a8bd53507,0
653,1.0,matrix4,603d7455a6af0b0a8bd53507,1
654,1.0,matrix4,603d7455a6af0b0a8bd53507,2
655,1.0,matrix4,603d7455a6af0b0a8bd53507,3
656,1.0,matrix5,603d7455a6af0b0a8bd53507,0
657,1.0,matrix5,603d7455a6af0b0a8bd53507,1
658,1.0,matrix5,603d7455a6af0b0a8bd53507,2
659,1.0,matrix5,603d7455a6af0b0a8bd53507,3
660,1.0,matrix_test,603d7455a6af0b0a8bd53507,0
661,1.0,matrix_test,603d7455a6af0b0a8bd53507,1
662,1.0,matrix_test,603d7455a6af0b0a8bd53507,2
663,1.0,dataframe1,603d7455a6af0b0a8bd53507,0
664,1.0,dataframe1,603d7455a6af0b0a8bd53507,1
665,1.0,dataframe2,603d7455a6af0b0a8bd53507,0
666,1.0,dataframe2,603d7455a6af0b0a8bd53507,1
667,1.0,dataframe3,603d7455a6af0b0a8bd53507,0
668,1.0,dataframe3,603d7455a6af0b0a8bd53507,1
669,1.0,dataframe3,603d7455a6af0b0a8bd53507,2
670,,dataframe6,603d7455a6af0b0a8bd53507,0
671,1.0,dataframe6,603d7455a6af0b0a8bd53507,1
672,1.0,dataframe6,603d7455a6af0b0a8bd53507,2
673,1.0,dataframe6,603d7455a6af0b0a8bd53507,3
674,1.0,dataframe6,603d7455a6af0b0a8bd53507,4
675,1.0,matrix3,604ccd32ba869b0aa71946ce,0
676,1.0,matrix3,604ccd32ba869b0aa71946ce,1
677,1.0,matrix3,604ccd32ba869b0aa71946ce,2
678,,matrix3,604ccd32ba869b0aa71946ce,3
679,,matrix4,604ccd32ba869b0aa71946ce,0
680,1.0,matrix4,604ccd32ba869b0aa71946ce,1
681,1.0,matrix4,604ccd32ba869b0aa71946ce,2
682,,matrix4,604ccd32ba869b0aa71946ce,3
683,,matrix5,604ccd32ba869b0aa71946ce,0
684,1.0,matrix5,604ccd32ba869b0aa71946ce,1
685,1.0,matrix5,604ccd32ba869b0aa71946ce,2
686,1.0,matrix5,604ccd32ba869b0aa71946ce,3
687,1.0,matrix_test,604ccd32ba869b0aa71946ce,0
688,1.0,matrix_test,604ccd32ba869b0aa71946ce,1
689,1.0,matrix_test,604ccd32ba869b0aa71946ce,2
690,1.0,dataframe2,604ccd32ba869b0aa71946ce,0
691,1.0,dataframe2,604ccd32ba869b0aa71946ce,1
692,1.0,matrix1,604dbbbdba869b0aa7199855,0
693,1.0,matrix1,604dbbbdba869b0aa7199855,1
694,1.0,matrix1,604dbbbdba869b0aa7199855,2
695,1.0,vector_test,604c3e10ba869b0aa718f3e2,0
696,1.0,vector_test,604c3e10ba869b0aa718f3e2,1
697,1.0,vector_test,604c3e10ba869b0aa718f3e2,2
698,1.0,matrix2,604dbbbdba869b0aa7199855,0
699,1.0,matrix2,604dbbbdba869b0aa7199855,1
700,1.0,matrix2,604dbbbdba869b0aa7199855,2
701,1.0,matrix2,604dbbbdba869b0aa7199855,3
702,1.0,matrix3,604dbbbdba869b0aa7199855,0
703,1.0,matrix3,604dbbbdba869b0aa7199855,1
704,1.0,matrix3,604dbbbdba869b0aa7199855,2
705,1.0,matrix3,604dbbbdba869b0aa7199855,3
706,1.0,matrix4,604dbbbdba869b0aa7199855,0
707,1.0,matrix4,604dbbbdba869b0aa7199855,1
708,1.0,matrix4,604dbbbdba869b0aa7199855,2
709,1.0,matrix4,604dbbbdba869b0aa7199855,3
710,1.0,matrix5,604dbbbdba869b0aa7199855,0
711,1.0,matrix5,604dbbbdba869b0aa7199855,1
712,1.0,matrix5,604dbbbdba869b0aa7199855,2
713,1.0,matrix5,604dbbbdba869b0aa7199855,3
714,1.0,matrix_test,604dbbbdba869b0aa7199855,0
715,1.0,matrix_test,604dbbbdba869b0aa7199855,1
716,1.0,matrix_test,604dbbbdba869b0aa7199855,2
717,1.0,dataframe1,604dbbbdba869b0aa7199855,0
718,1.0,dataframe1,604dbbbdba869b0aa7199855,1
719,1.0,vector2,604eec79ba869b0aa71a5338,0
720,1.0,vector2,604eec79ba869b0aa71a5338,1
721,,vector3,604de9d9ba869b0aa719e9b7,0
722,,vector3,604de9d9ba869b0aa719e9b7,1
723,1.0,vector3,604de9d9ba869b0aa719e9b7,2
724,1.0,dataframe3,604dbbbdba869b0aa7199855,0
725,1.0,dataframe3,604dbbbdba869b0aa7199855,1
726,1.0,dataframe3,604dbbbdba869b0aa7199855,2
727,1.0,vector_test,604eec79ba869b0aa71a5338,0
728,1.0,vector_test,604eec79ba869b0aa71a5338,1
729,,vector_test,604eec79ba869b0aa71a5338,2
730,1.0,matrix2,604eec79ba869b0aa71a5338,0
731,1.0,matrix2,604eec79ba869b0aa71a5338,1
732,1.0,matrix2,604eec79ba869b0aa71a5338,2
733,1.0,matrix2,604eec79ba869b0aa71a5338,3
734,,matrix3,604eec79ba869b0aa71a5338,0
735,1.0,matrix3,604eec79ba869b0aa71a5338,1
736,1.0,matrix3,604eec79ba869b0aa71a5338,2
737,1.0,matrix3,604eec79ba869b0aa71a5338,3
738,,matrix4,604eec79ba869b0aa71a5338,0
739,1.0,matrix4,604eec79ba869b0aa71a5338,1
740,1.0,matrix4,604eec79ba869b0aa71a5338,2
741,1.0,matrix4,604eec79ba869b0aa71a5338,3
742,,matrix5,604eec79ba869b0aa71a5338,0
743,1.0,matrix5,604eec79ba869b0aa71a5338,1
744,1.0,matrix5,604eec79ba869b0aa71a5338,2
745,1.0,matrix5,604eec79ba869b0aa71a5338,3
746,1.0,dataframe4,604dbbbdba869b0aa7199855,0
747,1.0,dataframe4,604dbbbdba869b0aa7199855,1
748,1.0,dataframe4,604dbbbdba869b0aa7199855,2
749,1.0,dataframe4,604dbbbdba869b0aa7199855,3
750,1.0,dataframe5,604dbbbdba869b0aa7199855,0
751,1.0,dataframe5,604dbbbdba869b0aa7199855,1
752,1.0,dataframe5,604dbbbdba869b0aa7199855,2
753,1.0,dataframe5,604dbbbdba869b0aa7199855,3
754,1.0,dataframe6,604dbbbdba869b0aa7199855,0
755,1.0,dataframe6,604dbbbdba869b0aa7199855,1
756,1.0,dataframe6,604dbbbdba869b0aa7199855,2
757,1.0,dataframe6,604dbbbdba869b0aa7199855,3
758,1.0,dataframe6,604dbbbdba869b0aa7199855,4
759,1.0,dataframe2,604eec79ba869b0aa71a5338,0
760,1.0,dataframe2,604eec79ba869b0aa71a5338,1
761,,dataframe5,604eec79ba869b0aa71a5338,0
762,1.0,dataframe5,604eec79ba869b0aa71a5338,1
763,1.0,dataframe5,604eec79ba869b0aa71a5338,2
764,1.0,dataframe5,604eec79ba869b0aa71a5338,3
765,,dataframe3,604c3e10ba869b0aa718f3e2,0
766,1.0,dataframe3,604c3e10ba869b0aa718f3e2,1
767,1.0,dataframe3,604c3e10ba869b0aa718f3e2,2
768,,dataframe4,604c3e10ba869b0aa718f3e2,0
769,,dataframe4,604c3e10ba869b0aa718f3e2,1
770,1.0,dataframe4,604c3e10ba869b0aa718f3e2,2
771,1.0,dataframe4,604c3e10ba869b0aa718f3e2,3
772,1.0,dataframe7,604dbbbdba869b0aa7199855,0
773,1.0,dataframe7,604dbbbdba869b0aa7199855,1
774,1.0,dataframe7,604dbbbdba869b0aa7199855,2
775,1.0,dataframe7,604dbbbdba869b0aa7199855,3
776,1.0,vector3,604cf57bba869b0aa719567b,0
777,1.0,vector3,604cf57bba869b0aa719567b,1
778,1.0,vector3,604cf57bba869b0aa719567b,2
779,1.0,vector_test,604cf57bba869b0aa719567b,0
780,1.0,vector_test,604cf57bba869b0aa719567b,1
781,1.0,vector_test,604cf57bba869b0aa719567b,2
782,1.0,matrix1,604db12eba869b0aa71990ab,0
783,1.0,matrix1,604db12eba869b0aa71990ab,1
784,1.0,matrix1,604db12eba869b0aa71990ab,2
785,1.0,matrix3,604db12eba869b0aa71990ab,0
786,1.0,matrix3,604db12eba869b0aa71990ab,1
787,1.0,matrix3,604db12eba869b0aa71990ab,2
788,,matrix3,604db12eba869b0aa71990ab,3
789,1.0,dataframe2,604db12eba869b0aa71990ab,0
790,1.0,dataframe2,604db12eba869b0aa71990ab,1
791,,dataframe4,604db12eba869b0aa71990ab,0
792,1.0,dataframe4,604db12eba869b0aa71990ab,1
793,1.0,dataframe4,604db12eba869b0aa71990ab,2
794,,dataframe4,604db12eba869b0aa71990ab,3
795,1.0,dataframe6,604db12eba869b0aa71990ab,0
796,1.0,dataframe6,604db12eba869b0aa71990ab,1
797,1.0,dataframe6,604db12eba869b0aa71990ab,2
798,1.0,dataframe6,604db12eba869b0aa71990ab,3
799,1.0,dataframe6,604db12eba869b0aa71990ab,4
800,1.0,vector2,604f27f0ba869b0aa71a9210,0
801,1.0,vector2,604f27f0ba869b0aa71a9210,1
802,,vector_test,604f27f0ba869b0aa71a9210,0
803,1.0,vector_test,604f27f0ba869b0aa71a9210,1
804,1.0,vector_test,604f27f0ba869b0aa71a9210,2
805,1.0,matrix3,604f27f0ba869b0aa71a9210,0
806,1.0,matrix3,604f27f0ba869b0aa71a9210,1
807,1.0,matrix3,604f27f0ba869b0aa71a9210,2
808,1.0,matrix3,604f27f0ba869b0aa71a9210,3
809,1.0,matrix_test,604f27f0ba869b0aa71a9210,0
810,1.0,matrix_test,604f27f0ba869b0aa71a9210,1
811,1.0,matrix_test,604f27f0ba869b0aa71a9210,2
812,,dataframe4,604f27f0ba869b0aa71a9210,0
813,1.0,dataframe4,604f27f0ba869b0aa71a9210,1
814,1.0,dataframe4,604f27f0ba869b0aa71a9210,2
815,,dataframe4,604f27f0ba869b0aa71a9210,3
816,1.0,dataframe7,604f27f0ba869b0aa71a9210,0
817,1.0,dataframe7,604f27f0ba869b0aa71a9210,1
818,1.0,dataframe7,604f27f0ba869b0aa71a9210,2
819,1.0,dataframe7,604f27f0ba869b0aa71a9210,3
820,1.0,vector2,601c0125f8a80c12afbe192d,0
821,1.0,vector2,601c0125f8a80c12afbe192d,1
822,1.0,vector3,601c0125f8a80c12afbe192d,0
823,1.0,vector3,601c0125f8a80c12afbe192d,1
824,1.0,vector3,601c0125f8a80c12afbe192d,2
825,1.0,vector_test,601c0125f8a80c12afbe192d,0
826,1.0,vector_test,601c0125f8a80c12afbe192d,1
827,1.0,vector_test,601c0125f8a80c12afbe192d,2
828,1.0,matrix1,601c0125f8a80c12afbe192d,0
829,1.0,matrix1,601c0125f8a80c12afbe192d,1
830,1.0,matrix1,601c0125f8a80c12afbe192d,2
831,1.0,vector3,604a2fdeba869b0aa718eb64,0
832,1.0,vector3,604a2fdeba869b0aa718eb64,1
833,1.0,vector3,604a2fdeba869b0aa718eb64,2
834,1.0,vector_test,604a2fdeba869b0aa718eb64,0
835,1.0,vector_test,604a2fdeba869b0aa718eb64,1
836,1.0,vector_test,604a2fdeba869b0aa718eb64,2
837,,matrix2,601c0125f8a80c12afbe192d,0
838,1.0,matrix2,601c0125f8a80c12afbe192d,1
839,1.0,matrix2,601c0125f8a80c12afbe192d,2
840,1.0,matrix2,601c0125f8a80c12afbe192d,3
841,1.0,matrix3,601c0125f8a80c12afbe192d,0
842,1.0,matrix3,601c0125f8a80c12afbe192d,1
843,1.0,matrix3,601c0125f8a80c12afbe192d,2
844,1.0,matrix3,601c0125f8a80c12afbe192d,3
845,,matrix4,601c0125f8a80c12afbe192d,0
846,1.0,matrix4,601c0125f8a80c12afbe192d,1
847,1.0,matrix4,601c0125f8a80c12afbe192d,2
848,1.0,matrix4,601c0125f8a80c12afbe192d,3
849,1.0,matrix5,601c0125f8a80c12afbe192d,0
850,1.0,matrix5,601c0125f8a80c12afbe192d,1
851,1.0,matrix5,601c0125f8a80c12afbe192d,2
852,1.0,matrix5,601c0125f8a80c12afbe192d,3
853,1.0,matrix_test,601c0125f8a80c12afbe192d,0
854,1.0,matrix_test,601c0125f8a80c12afbe192d,1
855,1.0,matrix_test,601c0125f8a80c12afbe192d,2
856,1.0,dataframe1,601c0125f8a80c12afbe192d,0
857,1.0,dataframe1,601c0125f8a80c12afbe192d,1
858,1.0,dataframe2,601c0125f8a80c12afbe192d,0
859,1.0,dataframe2,601c0125f8a80c12afbe192d,1
860,1.0,dataframe3,601c0125f8a80c12afbe192d,0
861,1.0,dataframe3,601c0125f8a80c12afbe192d,1
862,1.0,dataframe3,601c0125f8a80c12afbe192d,2
863,1.0,dataframe4,601c0125f8a80c12afbe192d,0
864,1.0,dataframe4,601c0125f8a80c12afbe192d,1
865,1.0,dataframe4,601c0125f8a80c12afbe192d,2
866,1.0,dataframe4,601c0125f8a80c12afbe192d,3
867,1.0,dataframe5,601c0125f8a80c12afbe192d,0
868,1.0,dataframe5,601c0125f8a80c12afbe192d,1
869,1.0,dataframe5,601c0125f8a80c12afbe192d,2
870,1.0,dataframe5,601c0125f8a80c12afbe192d,3
871,1.0,dataframe6,601c0125f8a80c12afbe192d,0
872,1.0,dataframe6,601c0125f8a80c12afbe192d,1
873,1.0,dataframe6,601c0125f8a80c12afbe192d,2
874,1.0,dataframe6,601c0125f8a80c12afbe192d,3
875,1.0,dataframe6,601c0125f8a80c12afbe192d,4
876,1.0,dataframe7,601c0125f8a80c12afbe192d,0
877,1.0,dataframe7,601c0125f8a80c12afbe192d,1
878,1.0,dataframe7,601c0125f8a80c12afbe192d,2
879,1.0,dataframe7,601c0125f8a80c12afbe192d,3
880,1.0,vector_test,604f7eb8ba869b0aa71b3404,0
881,1.0,vector_test,604f7eb8ba869b0aa71b3404,1
882,1.0,vector_test,604f7eb8ba869b0aa71b3404,2
883,1.0,matrix3,604f7eb8ba869b0aa71b3404,0
884,1.0,matrix3,604f7eb8ba869b0aa71b3404,1
885,1.0,matrix3,604f7eb8ba869b0aa71b3404,2
886,1.0,matrix3,604f7eb8ba869b0aa71b3404,3
887,1.0,matrix5,604f7eb8ba869b0aa71b3404,0
888,1.0,matrix5,604f7eb8ba869b0aa71b3404,1
889,1.0,matrix5,604f7eb8ba869b0aa71b3404,2
890,0.0,matrix5,604f7eb8ba869b0aa71b3404,3
891,1.0,vector3,6058a23dba869b0aa71c0ca0,0
892,1.0,vector3,6058a23dba869b0aa71c0ca0,1
893,1.0,vector3,6058a23dba869b0aa71c0ca0,2
894,1.0,vector3,6043d2acba869b0aa718e21f,0
895,1.0,vector3,6043d2acba869b0aa718e21f,1
896,1.0,vector3,6043d2acba869b0aa718e21f,2
897,1.0,matrix1,6043d2acba869b0aa718e21f,0
898,1.0,matrix1,6043d2acba869b0aa718e21f,1
899,1.0,matrix1,6043d2acba869b0aa718e21f,2
900,1.0,matrix2,6043d2acba869b0aa718e21f,0
901,1.0,matrix2,6043d2acba869b0aa718e21f,1
902,1.0,matrix2,6043d2acba869b0aa718e21f,2
903,1.0,matrix2,6043d2acba869b0aa718e21f,3
904,1.0,matrix3,6043d2acba869b0aa718e21f,0
905,1.0,matrix3,6043d2acba869b0aa718e21f,1
906,1.0,matrix3,6043d2acba869b0aa718e21f,2
907,1.0,matrix3,6043d2acba869b0aa718e21f,3
908,1.0,matrix4,6043d2acba869b0aa718e21f,0
909,1.0,matrix4,6043d2acba869b0aa718e21f,1
910,1.0,matrix4,6043d2acba869b0aa718e21f,2
911,1.0,matrix4,6043d2acba869b0aa718e21f,3
912,1.0,matrix5,6043d2acba869b0aa718e21f,0
913,1.0,matrix5,6043d2acba869b0aa718e21f,1
914,1.0,matrix5,6043d2acba869b0aa718e21f,2
915,1.0,matrix5,6043d2acba869b0aa718e21f,3
916,1.0,matrix_test,6043d2acba869b0aa718e21f,0
917,1.0,matrix_test,6043d2acba869b0aa718e21f,1
918,1.0,matrix_test,6043d2acba869b0aa718e21f,2
919,1.0,dataframe1,6043d2acba869b0aa718e21f,0
920,1.0,dataframe1,6043d2acba869b0aa718e21f,1
921,1.0,dataframe2,6043d2acba869b0aa718e21f,0
922,1.0,dataframe2,6043d2acba869b0aa718e21f,1
923,1.0,dataframe3,6043d2acba869b0aa718e21f,0
924,1.0,dataframe3,6043d2acba869b0aa718e21f,1
925,1.0,dataframe3,6043d2acba869b0aa718e21f,2
926,1.0,dataframe4,6043d2acba869b0aa718e21f,0
927,1.0,dataframe4,6043d2acba869b0aa718e21f,1
928,1.0,dataframe4,6043d2acba869b0aa718e21f,2
929,,dataframe4,6043d2acba869b0aa718e21f,3
930,,dataframe5,6043d2acba869b0aa718e21f,0
931,1.0,dataframe5,6043d2acba869b0aa718e21f,1
932,1.0,dataframe5,6043d2acba869b0aa718e21f,2
933,1.0,dataframe5,6043d2acba869b0aa718e21f,3
934,1.0,dataframe1,604f7eb8ba869b0aa71b3404,0
935,1.0,dataframe1,604f7eb8ba869b0aa71b3404,1
936,1.0,dataframe2,604f7eb8ba869b0aa71b3404,0
937,1.0,dataframe2,604f7eb8ba869b0aa71b3404,1
938,1.0,dataframe6,6043d2acba869b0aa718e21f,0
939,1.0,dataframe6,6043d2acba869b0aa718e21f,1
940,1.0,dataframe6,6043d2acba869b0aa718e21f,2
941,1.0,dataframe6,6043d2acba869b0aa718e21f,3
942,1.0,dataframe6,6043d2acba869b0aa718e21f,4
943,0.0,dataframe3,604f7eb8ba869b0aa71b3404,0
944,0.0,dataframe3,604f7eb8ba869b0aa71b3404,1
945,0.0,dataframe3,604f7eb8ba869b0aa71b3404,2
946,1.0,dataframe7,6043d2acba869b0aa718e21f,0
947,1.0,dataframe7,6043d2acba869b0aa718e21f,1
948,1.0,dataframe7,6043d2acba869b0aa718e21f,2
949,1.0,dataframe7,6043d2acba869b0aa718e21f,3
950,-1.0,matrix1,6059eacbba869b0aa71c6501,0
951,1.0,matrix1,6059eacbba869b0aa71c6501,1
952,0.0,matrix1,6059eacbba869b0aa71c6501,2
953,1.0,vector2,60562767ba869b0aa71b8b17,0
954,1.0,vector2,60562767ba869b0aa71b8b17,1
955,1.0,vector3,60562767ba869b0aa71b8b17,0
956,1.0,vector3,60562767ba869b0aa71b8b17,1
957,1.0,vector3,60562767ba869b0aa71b8b17,2
958,1.0,matrix1,60562767ba869b0aa71b8b17,0
959,1.0,matrix1,60562767ba869b0aa71b8b17,1
960,1.0,matrix1,60562767ba869b0aa71b8b17,2
961,1.0,matrix2,60562767ba869b0aa71b8b17,0
962,1.0,matrix2,60562767ba869b0aa71b8b17,1
963,1.0,matrix2,60562767ba869b0aa71b8b17,2
964,0.0,matrix2,60562767ba869b0aa71b8b17,3
965,1.0,matrix3,60562767ba869b0aa71b8b17,0
966,1.0,matrix3,60562767ba869b0aa71b8b17,1
967,1.0,matrix3,60562767ba869b0aa71b8b17,2
968,1.0,matrix3,60562767ba869b0aa71b8b17,3
969,1.0,matrix4,60562767ba869b0aa71b8b17,0
970,1.0,matrix4,60562767ba869b0aa71b8b17,1
971,1.0,matrix4,60562767ba869b0aa71b8b17,2
972,,matrix4,60562767ba869b0aa71b8b17,3
973,1.0,matrix4,6059eacbba869b0aa71c6501,0
974,0.0,matrix4,6059eacbba869b0aa71c6501,1
